YEAR	CPIW	RRETURN	RWAGE	UNEMPLOY	NRETURN	NWAGE	LN_RRETN	DLN_RRTN	LN_NRETN	DLN_NRTN	LN_EMPL	DLN_EMPL
1979.166992	2.658788681	-0.438845158	-0.633936226	5.900000095	2.208268642	2.007997036	-0.439810902	-0.618607938	2.184239626	0.06652689	5.732508183	0
1979.416992	3.453237295	-1.178526878	-1.183058023	5.599999905	2.234017849	2.229332924	-1.18552649	-0.745715618	2.209429264	0.025189638	5.44881773	-0.283690453
1979.666992	3.477051497	-1.241987944	-1.229103208	6	2.191877365	2.205204964	-1.249765038	-0.064238548	2.168201208	-0.041228056	5.826885223	0.378067493
1979.916992	2.688172102	-0.059425831	-0.735982299	5.900000095	2.627146244	1.932406425	-0.059443496	1.190321565	2.593229532	0.425028324	5.732508183	-0.094377041
1980.166992	3.926701546	-0.880879164	-1.760503769	6.300000191	3.011238575	2.097070217	-0.884781897	-0.825338423	2.966790915	0.373561382	6.109506607	0.376998425
1980.416992	3.652392864	-1.208525896	-1.333970904	7.5	2.399730682	2.269697189	-1.215887904	-0.331106007	2.371389627	-0.595401287	7.232070923	1.122564316
1980.666992	1.822600245	0.769686699	0.218445733	7.699999809	2.606320381	2.045023441	0.766739726	1.98262763	2.572934628	0.201545	7.417942047	0.185871124
1980.916992	2.744630098	0.310647488	0.474686384	7.5	3.063797951	3.232347965	0.310165972	-0.456573755	3.017800808	0.44486618	7.232070923	-0.185871124
1981.166992	2.787456512	0.397455692	-0.779487431	7.400000095	3.195989132	1.986241341	0.396667928	0.086501956	3.14598012	0.128179312	7.138999462	-0.093071461
1981.416992	2.033898354	1.409840584	-1.043341517	7.5	3.472411633	0.969338417	1.399994731	1.003326774	3.413483858	0.267503738	7.232070923	0.093071461
1981.666992	2.768549204	0.888502598	-0.198661864	7.400000095	3.681647778	2.564382553	0.884578645	-0.515416086	3.615494013	0.202010155	7.138999462	-0.093071461
1981.916992	1.400862098	1.763606071	0.579566121	8.300000191	3.189170361	1.98854208	1.748234987	0.863656342	3.13937211	-0.476121902	7.973491192	0.83449173
1982.166992	0.956429303	2.472031116	0.517546713	8.899999619	3.45209837	1.478922367	2.441970825	0.693735838	3.393850088	0.254477978	8.525982857	0.552491665
1982.416992	1.263157845	1.985025406	-0.657616496	9.399999619	3.273248672	0.597238541	1.965580702	-0.476390123	3.220818996	-0.173031092	8.984068871	0.458086014
1982.666992	2.079002142	1.002752781	-0.631335855	9.800000191	3.102600574	1.434540749	0.997758567	-0.967822134	3.05544281	-0.165376186	9.349039078	0.364970207
1982.916992	0.203665987	2.291369438	0.947573125	10.80000019	2.499699593	1.153171062	2.265511751	1.267753124	2.468968153	-0.586474657	10.25566196	0.906622887
1983.166992	-0.304878056	2.78519392	1.387153983	10.39999962	2.471828461	1.078045368	2.747112989	0.481601238	2.441772938	-0.027195215	9.893992424	-0.36166954
1983.416992	1.427115202	0.977289677	0.031981409	10.10000038	2.418351173	1.459562778	0.972545028	-1.774567962	2.389572144	-0.052200794	9.621881485	-0.272110939
1983.666992	1.005025148	1.765882969	-0.749223888	9.5	2.78866291	0.248265266	1.750472426	0.777927399	2.750487804	0.360915661	9.075439453	-0.546442032
1983.916992	0.696517408	2.027344704	0.999661386	8.5	2.737987041	1.70314312	2.00706768	0.256595254	2.701174736	-0.049313068	8.1580019	-0.917437553
1984.166992	0.592885375	2.162241936	0.839508235	7.800000191	2.767944336	1.43737793	2.139197111	0.132129431	2.730329275	0.029154539	7.510742664	-0.647259235
1984.416992	0.687622786	2.436971664	0.378008246	7.400000095	3.141355515	1.068222523	2.407751322	0.268554211	3.093024492	0.362695217	7.138999462	-0.371743202
1984.666992	1.658536553	1.348626614	0.381683916	7.5	3.02952528	2.04654932	1.339613557	-1.068137765	2.984541416	-0.108483076	7.232070923	0.093071461
1984.916992	0.479846448	2.228999138	0.50462091	7.199999809	2.719533443	0.986886024	2.204519987	0.86490643	2.683211088	-0.301330328	6.952609062	-0.279461861
1985.166992	0.668576896	1.991486549	0.608397901	7.199999809	2.673375607	1.281034946	1.97191596	-0.232604027	2.638265371	-0.044945717	6.952609062	0
1985.416992	1.23339653	1.241695881	-0.09444882	7.199999809	2.490413189	1.137781143	1.234050035	-0.737865925	2.459908009	-0.178357363	6.952609062	0
1985.666992	0.562324286	1.794695854	0.853480875	7.099999905	2.367115021	1.420605183	1.778781176	0.54473114	2.339533329	-0.12037468	6.859277248	-0.093331814
1985.916992	0.931966424	1.29929781	0.205829829	7	2.243375778	1.139724255	1.290929317	-0.487851858	2.218582392	-0.120950937	6.765870094	-0.093407154
1986.166992	0.184672207	1.834738255	0.745161176	7.199999809	2.022790909	0.931203365	1.818109989	0.527180672	2.002604246	-0.215978146	6.952609062	0.186738968
1986.416992	-0.552995384	2.395439148	0.865487516	7.199999809	1.829195023	0.307714939	2.367198706	0.549088717	1.812666416	-0.18993783	6.952609062	0
1986.666992	0.648748815	1.003038883	-0.063303486	6.900000095	1.658296585	0.585031509	0.998041868	-1.369156837	1.64469707	-0.167969346	6.672363758	-0.280245304
1986.916992	0.552486181	1.09026432	0.862657607	6.900000095	1.648771763	1.419913769	1.084363818	0.08632195	1.63532722	-0.00936985	6.672363758	0
1987.166992	1.190476179	0.459969044	0.087855332	6.599999905	1.655912399	1.279377937	0.458914399	-0.625449419	1.642351627	0.007024407	6.391330719	-0.281033039
1987.416992	1.266968369	0.727772713	-0.728174448	6.300000191	2.003955841	0.529563427	0.725137234	0.266222835	1.984140992	0.341789365	6.109506607	-0.281824112
1987.666992	1.25111711	0.757491589	0.2883569	6	2.018082142	1.543080807	0.754637063	0.029499829	1.997988701	0.013847709	5.826885223	-0.282621384
1987.916992	0.882612526	1.132535934	1.246619344	5.800000191	2.025151253	2.140235901	1.126170754	0.371533692	2.004917622	0.006928921	5.638030529	-0.188854694
1988.166992	0.349956244	1.518881321	0.50438422	5.699999809	1.874148846	0.856113434	1.507461786	0.381291032	1.856803179	-0.148114443	5.543474674	-0.094555855
1988.416992	1.307759404	0.761532784	0.774106801	5.599999905	2.079248428	2.091991901	0.758647799	-0.748813987	2.057927132	0.201123953	5.44881773	-0.094656944
1988.666992	1.290877819	0.861752033	-0.344853759	5.599999905	2.163755894	0.941574574	0.858060181	0.099412382	2.140679121	0.082751989	5.44881773	0
1988.916992	1.104502916	1.012885571	-0.037675332	5.300000191	2.128565311	1.066410542	1.007790327	0.149730146	2.106227636	-0.034451485	5.164320946	-0.284496784
1989.166992	1.00840342	1.220333576	-0.238678738	5.199999809	2.241039276	0.767314434	1.212947488	0.205157161	2.216296911	0.110069275	5.06931591	-0.095005035
1989.416992	1.91347754	0.23868084	-1.302336931	5.199999809	2.156722546	0.586223602	0.238396466	-0.974551022	2.133794308	-0.082502604	5.06931591	0
1989.666992	0.571428597	1.384544373	0.041379686	5.199999809	1.963889599	0.613045692	1.375047088	1.136650562	1.94485414	-0.188940167	5.06931591	0
1989.916992	0.974025965	0.914859772	0.456984818	5.400000095	1.897788048	1.43545866	0.910700321	-0.464346766	1.880004644	-0.064849496	5.259246826	0.189930916
1990.166992	1.607717037	0.427043438	0.215025097	5.300000191	2.041625977	1.826202869	0.426134199	-0.484566122	2.021064281	0.141059637	5.164320946	-0.09492588
1990.416992	0.870253146	1.235830784	0.741664946	5.300000191	2.116835117	1.618373394	1.228256702	0.802122474	2.094741344	0.073677063	5.164320946	0
1990.666992	1.882352948	0.160944462	-0.270969808	5.599999905	2.046322823	1.606285572	0.16081509	-1.067441583	2.025666952	-0.069074392	5.44881773	0.284496784
1990.916992	1.770592809	0.173699856	-1.009579539	6	1.947367191	0.74313879	0.173549175	0.012734085	1.928648591	-0.097018361	5.826885223	0.378067493
1991.166992	0.45385778	1.357340813	0.109354958	6.5	1.81735754	0.563716888	1.348211408	1.174662232	1.801041007	-0.127607584	6.297485352	0.470600128
1991.416992	0.753012061	1.110422611	0.013666371	6.800000191	1.871788502	0.766777992	1.104302645	-0.243908763	1.854486227	0.05344522	6.578770161	0.281284809
1991.666992	0.597907305	1.202785969	0.343194634	6.800000191	1.807880402	0.943160057	1.195609927	0.091307282	1.79173255	-0.062753677	6.578770161	0
1991.916992	0.891530454	0.717496872	-0.124757394	6.900000095	1.615428925	0.765657425	0.714935124	-0.480674803	1.602519631	-0.189212918	6.672363758	0.093593597
1992.166992	0.441826224	1.158952713	0.894187808	7.400000095	1.605904102	1.339960098	1.152288318	0.437353194	1.593145967	-0.009373665	7.138999462	0.466635704
1992.416992	0.879765391	0.745785236	-0.061909266	7.5	1.632106304	0.81731081	0.743017972	-0.409270346	1.618930697	0.025784731	7.232070923	0.093071461
1992.666992	0.872093022	0.495123863	0.303965509	7.5	1.371526718	1.178717613	0.493902147	-0.249115825	1.362206459	-0.256724238	7.232070923	0
1992.916992	0.720461071	0.751078129	0.628597856	7.300000191	1.476955414	1.35358572	0.748271585	0.254369438	1.466154695	0.103948236	7.045842171	-0.186228752
